rule,name,category,accuracy,severity,fixability,applicability,configuration,conflicts,total,ecosystem
D417,undocumented-param,pedantic,2,0,0,1,1,2,6.0,1821
D418,overload-with-docstring,style,2,0,0,2,1,2,7.0,33
PGH003,blanket-type-ignore,restriction,2,1,0,2,2,2,10.0,1930
PGH004,blanket-noqa,pedantic,2,1,2,2,2,2,11.0,864
PGH005,invalid-mock-access,correctness,1,2,0,2,2,2,11.0,3
PLC0105,type-name-incorrect-variance,pedantic,2,0,0,2,2,2,8.0,55
PLC0206,dict-index-missing-items,complexity,2,1,0,2,2,2,10.0,61
PLC0208,iteration-over-set,perf,2,1,2,2,2,2,11.0,18
PLC0414,useless-import-alias,complexity,2,1,2,2,1,2,10.0,795
PLC0415,import-outside-top-level,pedantic,2,1,0,2,1,2,9.0,15333
PLC1802,len-test,pedantic,2,1,2,2,2,2,11.0,21
PLC2401,non-ascii-name,style,2,1,0,2,2,2,10.0,160
PLC2403,non-ascii-import-name,pedantic,2,1,0,2,2,2,10.0,87
PLC3002,unnecessary-direct-lambda-call,complexity,2,1,0,2,2,2,10.0,16
PLE1519,singledispatch-method,style,2,1,2,2,1,2,10.0,0
PLE1520,singledispatchmethod-function,suspicious,2,1,2,2,2,2,11.0,0
PLR0402,manual-from-import,complexity,2,1,2,2,1,2,10.0,210
PLR0911,too-many-return-statements,pedantic,2,0,0,2,1,2,7.0,787
PLR0912,too-many-branches,pedantic,2,0,0,2,1,2,7.0,2549
PLR0913,too-many-arguments,pedantic,2,0,0,2,1,2,7.0,8415
PLR0915,too-many-statements,pedantic,2,0,0,2,1,2,7.0,1695
PLR1711,useless-return,style,2,1,2,2,2,2,11.0,95
PLR1714,repeated-equality-comparison,style,2,1,2,2,2,2,11.0,214
PLR1716,boolean-chained-comparison,style,2,1,2,2,2,2,11.0,3
PLR1730,if-stmt-min-max,style,2,1,2,2,2,2,11.0,33
PLR1733,unnecessary-dict-index-lookup,style,2,1,2,2,2,2,11.0,21
PLR1736,unnecessary-list-index-lookup,style,2,1,2,2,2,2,11.0,17
PLR2004,magic-value-comparison,pedantic,1,1,0,2,1,2,8.0,25017
PLR2044,empty-comment,style,2,1,2,2,2,2,11.0,65
PLR5501,collapsible-else-if,style,2,1,2,2,2,2,11.0,478
PLW0211,bad-staticmethod-argument,style,2,1,0,2,1,2,9.0,42
PLW0603,global-statement,restriction,2,1,0,2,2,2,10.0,410
PLW0642,self-or-cls-assignment,style,2,1,0,2,1,2,9.0,68
PLW1641,eq-without-hash,pedantic,2,1,0,2,2,2,10.0,236
PLW3301,nested-min-max,pedantic,2,1,2,2,2,2,11.0,4
UP001,useless-metaclass-type,style,2,1,2,2,2,2,11.0,0
UP003,type-of-primitive,style,2,1,2,2,2,2,11.0,0
UP004,useless-object-inheritance,style,2,1,2,2,2,2,11.0,129
UP006,non-pep585-annotation,style,2,1,2,2,1,2,10.0,14175
UP007,non-pep604-annotation-union,style,2,1,2,2,1,2,10.0,4274
UP008,super-call-with-parameters,style,2,1,2,2,2,2,11.0,98
UP009,utf8-encoding-declaration,style,2,1,2,2,2,2,11.0,44
UP010,unnecessary-future-import,style,2,1,2,2,1,2,10.0,33
UP011,lru-cache-without-parameters,style,2,1,2,2,2,2,11.0,6
UP012,unnecessary-encode-utf8,style,2,1,2,2,2,2,11.0,124
UP013,convert-typed-dict-functional-to-class,style,2,1,2,2,2,2,11.0,6
UP014,convert-named-tuple-functional-to-class,style,2,1,2,2,2,2,11.0,2
UP015,redundant-open-modes,style,2,1,2,2,2,2,11.0,303
UP017,datetime-timezone-utc,style,2,1,2,2,1,2,10.0,0
UP018,native-literals,style,2,1,2,2,2,2,11.0,26
UP020,open-alias,style,2,1,2,2,2,2,11.0,2
UP022,replace-stdout-stderr,style,2,1,2,2,2,2,11.0,6
UP025,unicode-kind-prefix,style,2,1,2,2,2,2,11.0,31
UP026,deprecated-mock-import,suspicious,2,2,2,0,1,2,10.0,0
UP028,yield-in-for-loop,style,2,1,2,2,2,2,11.0,24
UP029,unnecessary-builtin-import,complexity,2,1,2,2,1,2,10.0,0
UP030,format-literals,style,2,1,2,2,2,2,11.0,84
UP031,printf-string-formatting,style,2,1,2,2,2,2,11.0,1060
UP032,f-string,style,2,1,2,2,2,2,11.0,1053
UP033,lru-cache-with-maxsize-none,style,2,1,2,2,2,2,11.0,20
UP034,extraneous-parentheses,complexity,2,1,2,2,2,2,11.0,68
UP037,quoted-annotation,style,1,1,2,2,1,2,9.0,1501
UP039,unnecessary-class-parentheses,style,2,1,2,2,2,2,11.0,38
UP040,non-pep695-type-alias,style,2,1,2,2,1,2,10.0,0
UP043,unnecessary-default-type-args,complexity,2,1,2,2,1,2,10.0,0
UP044,non-pep646-unpack,complexity,2,1,2,2,1,2,10.0,0
UP045,non-pep604-annotation-optional,complexity,2,1,2,2,1,2,10.0,17970
UP046,non-pep695-generic-class,complexity,2,1,2,2,1,2,10.0,0
UP047,non-pep695-generic-function,complexity,2,1,2,2,1,2,10.0,0
UP049,private-type-parameter,style,2,1,1,2,2,2,10.5,0
UP050,useless-class-metaclass-type,style,2,1,2,2,2,2,11.0,0
FURB105,print-empty-string,style,2,1,2,2,2,2,11.0,9
FURB116,f-string-number-format,complexity,2,1,1,2,2,2,10.5,3
FURB122,for-loop-writes,style,2,1,2,2,2,2,11.0,40
FURB129,readlines-in-for,style,2,1,2,2,2,2,11.0,10
FURB132,check-and-remove-from-set,style,2,1,2,2,2,2,11.0,3
FURB136,if-expr-min-max,style,2,1,2,2,2,2,11.0,22
FURB157,verbose-decimal-constructor,style,2,1,2,2,2,2,11.0,18
FURB161,bit-count,complexity,2,1,2,2,1,2,10.0,0
FURB162,fromisoformat-replace-z,complexity,2,1,2,2,2,2,11.0,0
FURB166,int-on-sliced-str,complexity,2,1,2,2,2,2,11.0,1
FURB167,regex-flag-alias,style,2,1,2,2,2,2,11.0,74
FURB168,isinstance-type-none,complexity,2,1,2,2,2,2,11.0,1
FURB169,type-none-comparison,complexity,2,1,2,2,2,2,11.0,0
FURB177,implicit-cwd,style,2,1,2,2,2,2,11.0,15
FURB181,hashlib-digest-hex,style,2,1,2,2,2,2,11.0,0
FURB187,list-reverse-copy,style,2,1,2,2,2,2,11.0,12
FURB188,slice-to-remove-prefix-or-suffix,style,2,1,2,2,2,2,11.0,63
RUF001,ambiguous-unicode-character-string,suspicious,2,2,0,2,1,2,11.0,3954
RUF002,ambiguous-unicode-character-docstring,suspicious,2,2,0,2,1,2,11.0,1339
RUF003,ambiguous-unicode-character-comment,suspicious,2,2,0,2,1,2,11.0,1867
RUF005,collection-literal-concatenation,style,2,1,2,2,2,2,11.0,1471
RUF006,asyncio-dangling-task,pedantic,1,2,0,2,2,2,11.0,29
RUF007,zip-instead-of-pairwise,style,2,1,2,2,2,2,11.0,19
RUF008,mutable-dataclass-default,suspicious,1,2,0,2,2,2,11.0,6
RUF009,function-call-in-dataclass-default-argument,suspicious,1,2,0,2,1,2,10.0,9
RUF010,explicit-f-string-type-conversion,style,2,1,2,2,2,2,11.0,539
RUF012,mutable-class-default,suspicious,1,2,0,2,2,2,11.0,5617
RUF013,implicit-optional,style,2,1,2,2,1,2,10.0,253
RUF015,unnecessary-iterable-allocation-for-first-element,perf,2,1,2,2,2,2,11.0,237
RUF017,quadratic-list-summation,perf,2,1,2,2,2,2,11.0,88
RUF019,unnecessary-key-check,style,2,1,2,2,2,2,11.0,21
RUF020,never-union,style,2,1,2,2,2,2,11.0,3
RUF021,parenthesize-chained-operators,style,2,1,2,2,2,2,11.0,195
RUF022,unsorted-dunder-all,style,2,0,2,2,2,2,9.0,1266
RUF023,unsorted-dunder-slots,style,2,0,2,2,2,2,9.0,1042
RUF024,mutable-fromkeys-value,suspicious,1,2,2,2,2,2,12.0,0
RUF032,decimal-from-float-literal,style,2,1,2,2,2,2,11.0,19
RUF041,unnecessary-nested-literal,style,2,1,2,2,2,2,11.0,0
RUF043,pytest-raises-ambiguous-pattern,pedantic,2,1,0,1,2,2,9.0,878
RUF046,unnecessary-cast-to-int,complexity,2,1,2,2,2,2,11.0,34
RUF051,if-key-in-dict-del,complexity,2,1,2,2,2,2,11.0,14
RUF057,unnecessary-round,complexity,2,1,2,2,2,2,11.0,3
RUF058,starmap-zip,complexity,2,1,2,2,2,2,11.0,0
TRY002,raise-vanilla-class,style,2,1,0,2,2,2,10.0,706
TRY003,raise-vanilla-args,pedantic,2,1,0,2,2,2,10.0,19878
TRY004,type-check-without-type-error,style,2,1,0,2,2,2,10.0,408
TRY201,verbose-raise,complexity,2,1,2,2,2,2,11.0,421
TRY203,useless-try-except,complexity,2,1,0,2,2,2,10.0,70
TRY301,raise-within-try,complexity,2,1,0,2,2,2,10.0,458
TRY400,error-instead-of-exception,pedantic,2,1,2,2,1,2,10.0,1269
TRY401,verbose-log-message,style,2,1,0,2,1,2,9.0,121
